registration_date,nationality_e,gender_e,person_birth_year,vechile_type,manufacture_year,cylinders_num,cylinder_capacity,color,business_individual,fuel_type,transmission_manual_automatic,number_of_passenger_seating_capcity,number_of_doors,empty_weight,km_driven,next_service_date,service_frequency,customer_age,customer_id,vehicle_age,churn_risk,upgrade_probability,churn_risk_predicted,upgrade_probability_predicted
15/06/2019,Iran,MALE,1973,Light Vehicle,2015,6,3500,Maroon,Private,Benzene,No,8.0,4.0,1950,120000,12/12/2025 12:00,medium,52,00fc4897-5c6b-4a94-8eb5-6b3b99f0f42c,10,0,1,0.3,0.97
11/08/2020,Iran,MALE,1977,Light Vehicle,2014,8,5600,Lead,Private,Benzene,No,8.0,4.0,2568,100000,08/02/2026 12:00,medium,48,f81aadae-5107-476d-96ff-5c1d060f6da2,11,0,1,0.39,0.97
25/07/2018,Iran,MALE,1983,Light Vehicle,2021,4,2000,Green,Private,Benzene,No,5.0,3.0,1300,140000,21/01/2026 12:00,high,42,803929d1-6d25-4c0a-997d-3bacab3972c9,4,0,0,0.38,0.41
16/01/2019,Iran,MALE,1986,Light Vehicle,2017,6,4000,Black,Private,Benzene,Yes,5.0,5.0,2100,120000,15/07/2025 12:00,medium,39,e9ba46d3-cf2c-4284-ac6f-b7347f8d9b6b,8,0,1,0.31,0.84
27/06/2018,Iraq,FEMALE,1976,Light Vehicle,2020,4,2000,White,Private,Benzene,Yes,5.0,5.0,2200,140000,24/12/2025 12:00,medium,49,2cc59c37-a526-49c5-9da5-6a7e5a2a5bf3,5,0,0,0.24,0.43
25/05/2016,Iraq,FEMALE,1997,Light Vehicle,2017,4,2000,White,Private,Benzene,Yes,4.0,2.0,1395,180000,21/11/2025 12:00,high,28,cb834b95-a37d-46e3-bbff-f7db2137939c,8,0,1,0.19,1.0
24/01/2020,Iraq,MALE,1973,Light Vehicle,2013,4,2000,Gray,Private,Benzene,No,5.0,4.0,1434,100000,23/07/2025 12:00,high,52,7bd46740-c080-4f81-80af-0912cea9ce09,12,0,1,0.64,0.99
22/12/2016,Iraq,MALE,1980,Light Vehicle,2019,6,3000,Blue,Private,Benzene,Yes,7.0,4.0,1500,180000,20/06/2026 12:00,medium,45,472769d9-738c-490b-be42-c43d3f634409,6,0,1,0.1,0.94
09/03/2015,Iraq,MALE,1984,Light Vehicle,2014,8,5700,White,Private,Benzene,No,8.0,4.0,2050,200000,04/09/2025 12:00,high,41,2a32019d-0cf2-466e-84e3-6624bf608314,11,0,1,0.1,1.0
25/07/2019,Iraq,MALE,1988,Light Vehicle,2021,4,2000,White,Private,Benzene,Yes,7.0,5.0,2090,120000,21/01/2026 12:00,medium,37,31f828f1-b2e4-496f-bc8a-0381843d1f24,4,0,0,0.25,0.08
05/04/2016,Iraq,MALE,1996,Light Vehicle,2008,8,6600,Golden,Private,Benzene,Yes,7.0,4.0,2506,180000,02/10/2025 12:00,high,29,3d980b30-e4ab-446b-9ab8-8d4c9df52e87,17,0,1,0.15,1.0
19/08/2021,Iraq,MALE,1996,Light Vehicle,2016,12,6500,Yellow,Private,Benzene,Yes,2.0,2.0,1476,80000,16/02/2026 12:00,medium,29,a30b9980-f0ff-4997-92e1-0d6de31e006d,9,1,1,0.64,0.66
25/09/2021,Italy,FEMALE,1992,Light Vehicle,2016,6,1400,White,Private,Benzene,No,5.0,4.0,1200,80000,25/03/2026 12:00,high,33,86e436e9-87a3-429f-8d78-2ab477c4725a,9,1,1,0.69,0.77
09/06/2021,Italy,MALE,1959,Light Vehicle,2021,4,2000,Black,Private,Benzene,No,9.0,5.0,1850,80000,07/12/2025 12:00,low,66,75a93cf0-62fb-4fd8-9d7c-e54e746b6ac3,4,1,0,0.6,0.01
22/08/2017,Italy,MALE,1973,Light Vehicle,2014,6,3700,White,Private,Benzene,No,5.0,4.0,1912,160000,18/02/2026 12:00,medium,52,c6f68e72-0cb3-4b55-af46-695f9b7c17fa,11,0,1,0.18,1.0
12/02/2015,Italy,MALE,1976,Light Vehicle,2015,6,3000,Black,Private,Benzene,No,5.0,4.0,2395,200000,10/08/2025 12:00,medium,49,38f243b3-7cd1-460c-b2c5-36df1cabc241,10,0,1,0.07,1.0
16/07/2021,Italy,MALE,1984,Light Vehicle,2007,4,1600,Red,Private,Benzene,No,5.0,4.0,1300,80000,13/01/2026 12:00,medium,41,15cf5bab-8fc2-4a44-8fca-258d2e5cb222,18,1,1,0.55,1.0
31/12/2017,Italy,MALE,1985,Light Vehicle,2021,4,2000,White,Private,Benzene,No,5.0,5.0,1550,160000,29/06/2026 12:00,medium,40,9d5fdfa2-b638-4600-b662-0d0fb537647f,4,0,1,0.14,0.67
31/10/2021,Italy,MALE,1987,Light Vehicle,2021,4,2000,Gray,Private,Benzene,No,5.0,4.0,2200,80000,30/04/2026 12:00,high,38,25695c3b-24fa-456c-8e57-977a7a28ccdd,4,1,0,0.65,0.03
22/10/2021,Jordan,FEMALE,1959,Light Vehicle,2018,4,1600,White,Private,Benzene,Yes,5.0,4.0,1200,80000,21/04/2026 12:00,medium,66,2f6b8fdc-7169-4d1f-ac90-bb5a73ad5e39,7,1,0,0.67,0.09
24/12/2020,Jordan,MALE,1961,Light Vehicle,2015,4,2400,Red,Private,Benzene,No,5.0,4.0,1594,100000,23/06/2026 12:00,medium,64,19b36823-4c8a-45a6-b364-bb7f797ae6c4,10,0,1,0.51,0.92
24/01/2017,Jordan,MALE,1969,Light Vehicle,2013,8,5000,Black,Private,Benzene,No,4.0,4.0,2338,160000,23/07/2025 12:00,medium,56,62a2c3a8-12ba-4c56-b730-b00ea8df56ba,12,0,1,0.2,1.0
02/10/2017,Jordan,MALE,1971,Light Vehicle,2021,4,2000,Gray,Private,Benzene,No,7.0,4.0,2150,160000,31/03/2026 12:00,medium,54,3a9cfd7b-d70b-4e3c-919f-a597ddab9718,4,0,1,0.14,0.54
20/12/2020,Jordan,MALE,1978,Light Vehicle,2020,4,2000,Brown,Private,Benzene,Yes,5.0,4.0,1580,100000,19/06/2026 12:00,high,47,ac2f80e3-f868-4d64-aa6b-8cf2b86e9d14,5,0,0,0.62,0.08
28/03/2017,Jordan,MALE,1980,Light Vehicle,2021,4,2000,Black,Private,Benzene,No,5.0,2.0,1875,160000,24/09/2025 12:00,high,45,ab8c4039-c346-4d2d-a8bd-f0ff25a5f879,4,0,1,0.26,0.66
15/03/2016,Jordan,MALE,1982,Light Vehicle,2015,6,3200,Black,Private,Benzene,No,7.0,4.0,1800,180000,11/09/2025 12:00,medium,43,c98ba5c6-61bd-4ccd-a9b4-899a8a75b76d,10,0,1,0.09,1.0
05/12/2018,Jordan,MALE,1984,Light Vehicle,2013,4,2000,Red,Private,Benzene,Yes,2.0,2.0,984,140000,03/06/2026 12:00,medium,41,036b1935-b413-4e4d-80c7-3dc58ad0d2c0,12,0,1,0.31,1.0
07/08/2021,Jordan,MALE,1984,Light Vehicle,2015,4,2000,Silver,Private,Benzene,No,5.0,4.0,1487,80000,04/02/2026 12:00,medium,41,afc7353e-1924-4301-9bcb-2047debf1f08,10,1,1,0.54,0.84
28/11/2019,Jordan,MALE,1985,Light Vehicle,2014,6,3600,Silver,Private,Benzene,Yes,4.0,2.0,1650,120000,27/05/2026 12:00,medium,40,fbe51c68-54f6-4aeb-8502-fb27f5cbcab9,11,0,1,0.36,0.99
29/12/2018,Jordan,MALE,1989,Light Vehicle,2013,6,3500,Lead,Private,Benzene,Yes,5.0,4.0,1600,140000,27/06/2026 12:00,low,36,52ce7dba-bc3c-4a7b-86d1-7b5a638c49e4,12,1,1,0.29,1.0
27/09/2015,Jordan,MALE,1990,Light Vehicle,2014,8,5000,White,Private,Benzene,Yes,5.0,4.0,2309,200000,25/03/2026 12:00,medium,35,4ce3d828-afbf-4966-854f-351beb1910f9,11,0,1,0.06,1.0
01/05/2019,Jordan,MALE,1990,Light Vehicle,2020,4,2000,Red,Private,Benzene,No,7.0,5.0,2002,120000,28/10/2025 12:00,high,35,560fcd10-29cc-43b2-a862-3dd9b4d01b6e,5,0,0,0.37,0.39
13/12/2021,Jordan,MALE,1995,Light Vehicle,2017,4,2500,Black,Private,Benzene,Yes,5.0,4.0,1458,80000,12/06/2026 12:00,high,30,892b2693-f459-4f76-9e57-982bbc9967aa,8,1,1,0.67,0.41
27/12/2015,Kenya,FEMALE,1981,Light Vehicle,2014,8,5700,White,Private,Benzene,Yes,8.0,4.0,1827,200000,24/06/2026 12:00,high,44,bd18e823-221e-4d42-960c-e0d74b5acf26,11,0,1,0.12,1.0
06/09/2018,Kenya,MALE,1977,Light Vehicle,2008,8,4500,Silver,Private,Benzene,Yes,7.0,4.0,2155,140000,05/03/2026 12:00,high,48,fe6c87fa-cbf3-4686-9740-e1ef7d6ede54,17,0,1,0.36,1.0
25/02/2021,Kenya,MALE,1980,Light Vehicle,2014,6,3600,White,Private,Benzene,No,7.0,4.0,2500,80000,25/08/2025 12:00,high,45,fc54e85c-bc19-4ffa-ab08-7293cab3b3d0,11,1,1,0.65,0.94
14/03/2020,Kenya,MALE,1989,Light Vehicle,2019,8,5700,White,Private,Benzene,Yes,5.0,2.0,1650,100000,11/09/2025 12:00,high,36,87b78f77-1527-431d-82a5-c484f28ff5a7,6,0,0,0.62,0.23
30/11/2019,Kyrgyzstan,MALE,1989,Light Vehicle,2007,6,3500,White,Private,Benzene,Yes,5.0,4.0,1700,120000,29/05/2026 12:00,high,36,dce63087-400c-4beb-a503-aa28908a14ad,18,0,1,0.48,1.0
10/12/2019,Lebanon,FEMALE,1981,Light Vehicle,2020,8,5600,Gray,Private,Benzene,No,8.0,4.0,2300,120000,08/06/2026 12:00,high,44,6dc0aa5a-3a5a-40ab-8c5d-0e5a84498897,5,0,0,0.43,0.37
23/07/2017,Lebanon,FEMALE,1992,Light Vehicle,2021,4,2000,Gray,Private,Benzene,Yes,5.0,5.0,1550,160000,19/01/2026 12:00,low,33,33d06927-623b-4b15-a316-78600ce0b0b9,4,1,1,0.19,0.59
22/01/2017,Lebanon,MALE,1977,Light Vehicle,1995,4,2000,Green,Private,Benzene,Yes,5.0,4.0,200,160000,21/07/2025 12:00,high,48,3883fca6-b59a-4ed9-9763-b44fd88a8223,30,0,1,0.35,1.0
20/09/2020,Lebanon,MALE,1977,Light Vehicle,2020,4,2000,Black,Private,Benzene,Yes,5.0,4.0,1600,100000,20/03/2026 12:00,medium,48,25550476-3c0c-4040-ba13-ac88eefc1c65,5,0,0,0.44,0.06
22/09/2020,Lebanon,MALE,1980,Light Vehicle,2021,6,3000,Black,Private,Benzene,Yes,5.0,4.0,2645,100000,22/03/2026 12:00,medium,45,ed4e353f-8576-4a69-84f9-44689b522d6d,4,0,0,0.39,0.03
28/01/2021,Lebanon,MALE,1984,Light Vehicle,2016,6,3700,Silver,Private,Benzene,No,4.0,2.0,1600,80000,28/07/2025 12:00,low,41,95f8cfb6-a16e-4277-807b-6e78147a0822,9,1,1,0.66,0.72
05/06/2021,Lebanon,MALE,1984,Light Vehicle,2019,4,2000,White,Private,Benzene,Yes,5.0,5.0,1800,80000,03/12/2025 12:00,high,41,7139c1b2-a27b-405c-9255-d83ae0b6a9be,6,1,0,0.68,0.08
18/08/2018,Mauritius,FEMALE,1984,Light Vehicle,2012,4,2500,Brown,Private,Benzene,Yes,5.0,4.0,1403,140000,14/02/2026 12:00,medium,41,c05adca0-7def-44fd-a891-cdb943419442,13,0,1,0.24,1.0
21/07/2018,Netherlands,MALE,1965,Light Vehicle,2015,6,3000,White,Private,Benzene,No,5.0,4.0,2388,140000,17/01/2026 12:00,low,60,f2b04f8f-da1a-474d-b663-91518638170a,10,1,1,0.31,0.99
21/08/2020,Netherlands,MALE,1966,Light Vehicle,2018,8,4700,Gray,Private,Benzene,No,5.0,4.0,1900,100000,18/02/2026 12:00,low,59,3f3eedda-a704-4be1-a7e4-32573fb0110f,7,1,0,0.57,0.5
06/08/2019,Netherlands,MALE,1971,Light Vehicle,2010,6,3500,Golden,Private,Benzene,No,7.0,5.0,1400,120000,02/02/2026 12:00,low,54,d4b07bc4-16b6-4a11-8c68-e8e162d60ebe,15,1,1,0.4,1.0
09/12/2019,Nigeria,MALE,1970,Light Vehicle,2006,8,4700,White,Private,Benzene,Yes,5.0,4.0,1800,120000,07/06/2026 12:00,high,55,66d880b3-6ec0-4783-a7a2-d0aaae148ea5,19,0,1,0.55,1.0
14/08/2020,Nigeria,MALE,1986,Light Vehicle,2015,6,3500,Brown,Private,Benzene,No,7.0,5.0,2373,100000,11/02/2026 12:00,high,39,e5292ab8-9e45-4137-9c47-3297e75f1c11,10,0,1,0.49,0.96
01/04/2021,Nigeria,MALE,1986,Light Vehicle,2015,6,3500,Brown,Private,Benzene,Yes,7.0,5.0,2373,80000,29/09/2025 12:00,medium,39,25dc1e23-c848-4eb4-8951-b67b821db678,10,1,1,0.45,0.73
25/05/2017,Oman,MALE,1963,Motor Cycle,1997,2,1690,Golden,Private,Benzene,No,1.0,0.0,250,160000,21/11/2025 12:00,low,62,c75cc05d-cc18-421d-950d-17f604d1bfa1,28,1,1,0.4,1.0
06/09/2017,Oman,MALE,1984,Light Vehicle,2016,4,2500,White,Private,Benzene,Yes,5.0,4.0,1475,160000,05/03/2026 12:00,medium,41,efe6d76c-96ac-440a-8cf6-c23279a66870,9,0,1,0.15,0.99
18/09/2015,Pakistan,FEMALE,1972,Light Vehicle,2016,4,2500,Black,Private,Benzene,Yes,5.0,4.0,1400,200000,16/03/2026 12:00,medium,53,192ac2ee-d10f-4aab-96d6-228e3b6c6d60,9,0,1,0.08,1.0
20/01/2019,Pakistan,FEMALE,1995,Light Vehicle,2006,4,2500,Golden,Private,Benzene,Yes,5.0,4.0,1350,120000,19/07/2025 12:00,high,30,0fa35d15-8b08-446c-8523-cb8204cf7e96,19,0,1,0.46,1.0
10/04/2015,Pakistan,MALE,1962,Light Vehicle,2021,4,2000,White,Private,Benzene,Yes,8.0,5.0,1630,200000,06/10/2025 12:00,medium,63,f1fb34d5-c38c-4c4e-bb6b-e7a83b239f20,4,0,1,0.06,0.83
13/04/2018,Pakistan,MALE,1971,Light Vehicle,2020,4,2000,Black,Private,Benzene,No,8.0,5.0,2760,140000,10/10/2025 12:00,high,54,a9ab9934-e35a-41fc-a313-64df7d4b4ca7,5,0,0,0.27,0.57
08/11/2018,Pakistan,MALE,1973,Light Vehicle,2010,6,5700,White,Private,Benzene,No,8.0,4.0,1000,140000,07/05/2026 12:00,medium,52,a9667c9e-9020-4283-9b0d-ab2fe0d25f19,15,0,1,0.24,1.0
02/01/2017,Pakistan,MALE,1975,Light Vehicle,2008,8,4000,White,Private,Benzene,Yes,5.0,4.0,2060,160000,01/07/2025 12:00,medium,50,41111a58-efca-4b0d-8e7c-cf54d93b090f,17,0,1,0.17,1.0
23/02/2019,Pakistan,MALE,1977,Light Vehicle,2012,4,2000,White,Private,Benzene,No,5.0,4.0,1588,120000,22/08/2025 12:00,medium,48,fcbeb07e-93ec-438f-be6f-5050046ede04,13,0,1,0.31,1.0
26/03/2015,Pakistan,MALE,1978,Light Vehicle,2009,4,1600,Golden,Private,Benzene,Yes,5.0,4.0,1197,200000,21/09/2025 12:00,high,47,8478d1bc-a150-48a2-9d23-e6a0225404c1,16,0,1,0.13,1.0
14/04/2015,Pakistan,MALE,1979,Light Vehicle,2015,4,2700,White,Private,Benzene,No,3.0,2.0,1650,200000,10/10/2025 12:00,high,46,68f43a21-a48d-42dd-bccd-3f1326f49cf2,10,0,1,0.15,1.0
27/10/2020,Pakistan,MALE,1981,Light Vehicle,2007,4,1500,Gray,Private,Benzene,No,5.0,4.0,1055,100000,26/04/2026 12:00,medium,44,0baa10f9-7cc3-4381-a726-6e0d17e618d3,18,0,1,0.43,1.0
25/07/2017,Pakistan,MALE,1981,Light Vehicle,2011,6,3500,Beige,Private,Benzene,No,5.0,4.0,1635,160000,21/01/2026 12:00,high,44,61ac4f94-6b52-441d-8fe6-16959460d12d,14,0,1,0.26,1.0
03/12/2015,Pakistan,MALE,1982,Light Vehicle,2008,4,1600,White,Private,Benzene,No,5.0,4.0,1278,200000,31/05/2026 12:00,medium,43,e57e7745-1dba-4fd5-a3e0-db83c876022e,17,0,1,0.06,1.0
17/09/2018,Pakistan,MALE,1982,Light Vehicle,2011,4,2000,Black,Private,Benzene,No,5.0,4.0,1393,140000,16/03/2026 12:00,high,43,50b3855c-2f2b-4630-9f9d-eed331dcd0ba,14,0,1,0.35,1.0
03/06/2020,Pakistan,MALE,1982,Light Vehicle,2011,6,3000,White,Private,Benzene,Yes,5.0,4.0,1730,100000,01/12/2025 12:00,medium,43,6a1e8701-8695-476f-8b7e-693a48e699a5,14,0,1,0.42,1.0
21/07/2016,Pakistan,MALE,1982,Light Vehicle,2020,4,1500,White,Private,Benzene,Yes,7.0,4.0,1320,180000,17/01/2026 12:00,medium,43,6adf275f-7f54-4716-a096-02132ec4468c,5,0,1,0.08,0.85
23/05/2019,Pakistan,MALE,1984,Light Vehicle,2019,4,1500,Silver,Private,Benzene,No,5.0,4.0,1200,120000,19/11/2025 12:00,high,41,5b0dc5c8-bcea-4800-9ad9-8119ed15cb5f,6,0,0,0.45,0.62
25/08/2015,Pakistan,MALE,1985,Light Vehicle,2020,4,2000,Black,Private,Benzene,Yes,5.0,4.0,1565,200000,20/02/2026 12:00,medium,40,cc5bdf34-cd5b-48a1-8c19-1f7f9e95713e,5,0,1,0.06,0.96
24/05/2015,Pakistan,MALE,1986,Light Vehicle,2009,6,2500,Black,Private,Benzene,No,5.0,4.0,1500,200000,19/11/2025 12:00,high,39,ad10c255-080a-4e9f-87bb-12295ff082d3,16,0,1,0.11,1.0
12/10/2018,Pakistan,MALE,1987,Light Vehicle,2007,4,2400,White,Private,Benzene,No,5.0,4.0,1300,140000,10/04/2026 12:00,high,38,081dbba4-0bfc-41dd-b57a-f5a92d6795b6,18,0,1,0.35,1.0
05/11/2018,Pakistan,MALE,1987,Light Vehicle,2016,4,2000,White,Private,Benzene,Yes,5.0,4.0,1200,140000,04/05/2026 12:00,low,38,4e2bd035-afa9-4e35-b132-087fcb8a8121,9,1,1,0.28,0.98
02/07/2019,Pakistan,MALE,1988,Light Vehicle,2015,4,1600,Silver,Private,Benzene,No,5.0,4.0,1200,120000,29/12/2025 12:00,medium,37,e1144a55-e9ad-477c-a139-7c1fc85e3543,10,0,1,0.29,0.98
03/02/2020,Pakistan,MALE,1990,Light Vehicle,1999,6,3000,Gray,Private,Benzene,No,5.0,4.0,1720,100000,02/08/2025 12:00,low,35,32801603-4b74-4e12-a921-177ae685ad9e,26,1,1,0.48,1.0
17/11/2021,Pakistan,MALE,1990,Light Vehicle,2004,6,3800,White,Private,Benzene,No,7.0,5.0,1900,80000,17/05/2026 12:00,high,35,6bc01a22-e409-458c-ae8c-55c90995a015,21,1,1,0.62,1.0
31/08/2018,Pakistan,MALE,1990,Light Vehicle,2007,4,1600,Silver,Private,Benzene,Yes,5.0,4.0,1200,140000,27/02/2026 12:00,medium,35,9afc8ad8-eabf-442b-a847-eca3942eaf76,18,0,1,0.21,1.0
13/04/2017,Pakistan,MALE,1991,Light Vehicle,2004,4,1700,White,Private,Benzene,No,5.0,4.0,1140,160000,10/10/2025 12:00,medium,34,0554afeb-5862-43e1-8240-f747950c62b5,21,0,1,0.14,1.0
12/08/2020,Pakistan,MALE,1991,Light Vehicle,2009,4,1600,Silver,Private,Benzene,Yes,5.0,4.0,1127,100000,09/02/2026 12:00,medium,34,c8928d94-d18c-404f-bae1-af5e75e26fbd,16,0,1,0.4,1.0
04/12/2016,Pakistan,MALE,1991,Light Vehicle,2019,4,1600,Silver,Private,Benzene,No,5.0,4.0,1500,180000,02/06/2026 12:00,medium,34,b456006b-939d-4b4d-a5e9-30c44ae0405a,6,0,1,0.08,0.98
29/01/2018,Pakistan,MALE,1992,Light Vehicle,2019,4,2000,White,Private,Benzene,Yes,5.0,4.0,2,140000,28/07/2025 12:00,medium,33,339df818-431a-4d0e-8531-85b5af67aefc,6,0,0,0.23,0.68
06/08/2015,Pakistan,MALE,1993,Light Vehicle,2005,6,3500,Golden,Private,Benzene,No,7.0,4.0,1995,200000,01/02/2026 12:00,medium,32,836350fd-2f74-497f-b873-bee52a0f85f4,20,0,1,0.04,1.0
12/03/2015,Pakistan,MALE,1993,Light Vehicle,2009,4,1600,Black,Private,Benzene,No,5.0,4.0,1067,200000,07/09/2025 12:00,low,32,d87d687c-933a-4de0-9306-11a953dcb554,16,1,1,0.08,1.0
20/10/2021,Pakistan,MALE,1995,Light Vehicle,2009,4,2400,Maroon,Private,Benzene,Yes,5.0,4.0,1200,80000,19/04/2026 12:00,low,30,fd2c14c7-ca5b-46de-97f7-d73d0d9a0da4,16,1,1,0.59,1.0
22/11/2020,Pakistan,MALE,1997,Light Vehicle,2009,4,1800,Silver,Private,Benzene,No,5.0,4.0,1350,100000,22/05/2026 12:00,low,28,fe55ed6a-6ef6-4617-b12c-a0617e0b6b98,16,1,1,0.44,1.0
28/11/2019,Palestine,FEMALE,1987,Light Vehicle,2021,4,2000,Black,Private,Benzene,Yes,7.0,4.0,1630,120000,27/05/2026 12:00,high,38,3dbb67a8-2fb7-4ead-89c7-686d245ed5db,4,0,0,0.41,0.1
25/11/2017,Palestine,MALE,1967,Light Vehicle,2012,6,3600,Black,Private,Benzene,No,5.0,4.0,1700,160000,24/05/2026 12:00,medium,58,c8da157c-8d34-47fe-9744-cbbcf0c00d68,13,0,1,0.18,1.0
25/03/2016,Palestine,MALE,1983,Motor Cycle,2020,2,2000,Black,Private,Benzene,No,2.0,0.0,1000,180000,21/09/2025 12:00,low,42,62632a13-0059-4884-8071-9a0d43940092,5,1,1,0.18,0.94
07/02/2016,Palestine,MALE,1983,Motor Cycle,2020,2,2000,Black,Private,Benzene,Yes,2.0,0.0,1000,180000,05/08/2025 12:00,high,42,36270fa2-4830-48db-81e8-5544ad293645,5,0,1,0.24,0.91
24/10/2016,Philippines,FEMALE,1978,Light Vehicle,2021,4,2000,Red,Private,Benzene,Yes,7.0,4.0,1630,180000,22/04/2026 12:00,high,47,8de5bd54-d145-4954-ae2a-361b4b56ed2f,4,0,1,0.16,0.76
21/11/2018,Philippines,FEMALE,1979,Light Vehicle,2014,4,1800,Lead,Private,Benzene,Yes,4.0,2.0,1240,140000,20/05/2026 12:00,medium,46,e6a31570-b045-4238-a9e9-84f009560d57,11,0,1,0.27,1.0
02/01/2020,Philippines,FEMALE,1984,Motor Cycle,2014,2,950,Black,Private,Benzene,No,2.0,0.0,480,100000,01/07/2025 12:00,medium,41,1011dd4d-a5fd-488b-a075-2450dc769ead,11,0,1,0.53,0.98
04/09/2019,Philippines,FEMALE,1984,Motor Cycle,2014,2,950,Black,Private,Benzene,Yes,2.0,0.0,480,120000,03/03/2026 12:00,low,41,e4b65d4f-5e11-46dc-a75d-f283d3a54210,11,1,1,0.51,0.99
21/12/2016,Philippines,FEMALE,1985,Light Vehicle,2013,4,1800,Gray,Private,Benzene,Yes,5.0,4.0,1600,180000,19/06/2026 12:00,high,40,fcb2e779-ee8f-4594-b61a-0748a19de2ab,12,0,1,0.18,1.0
28/09/2021,Philippines,FEMALE,1988,Light Vehicle,2008,6,3500,Orange,Private,Benzene,Yes,5.0,4.0,2400,80000,28/03/2026 12:00,medium,37,b5989beb-cce6-4581-b9b4-31674d4e9ac9,17,1,1,0.51,1.0
06/03/2020,Philippines,FEMALE,1988,Light Vehicle,2020,4,2000,White,Private,Benzene,Yes,5.0,4.0,1121,100000,03/09/2025 12:00,high,37,a666e13f-fde6-49d2-8fc3-783175603cee,5,0,0,0.59,0.1
30/11/2018,Philippines,FEMALE,1989,Light Vehicle,2017,4,1500,White,Private,Benzene,Yes,5.0,4.0,1136,140000,29/05/2026 12:00,high,36,2516eab8-d706-4bea-96cc-20eae17d27d7,8,0,1,0.35,0.95
22/04/2019,Philippines,FEMALE,1991,Light Vehicle,2017,4,1600,Silver,Private,Benzene,Yes,5.0,4.0,1060,120000,19/10/2025 12:00,high,34,cf82152c-3ad4-4d0e-9609-0d265121a5ff,8,0,1,0.46,0.87
15/12/2017,Philippines,FEMALE,1992,Light Vehicle,2010,4,1300,Blue,Private,Benzene,Yes,5.0,4.0,985,160000,13/06/2026 12:00,low,33,7396c58d-a335-4b9a-87c1-3cefa5785bde,15,1,1,0.19,1.0
17/10/2016,Philippines,MALE,1977,Light Vehicle,2004,6,3000,Blue,Private,Benzene,Yes,5.0,5.0,2100,180000,15/04/2026 12:00,medium,48,c8d477c1-0092-4df9-b7f0-2ca3782ffe57,21,0,1,0.1,1.0
14/07/2017,Philippines,MALE,1982,Light Vehicle,2016,4,1600,White,Private,Benzene,Yes,5.0,4.0,1500,160000,10/01/2026 12:00,medium,43,487769f1-b645-4d3d-8a1a-563a1c393441,9,0,1,0.14,0.99
01/05/2020,Philippines,MALE,1991,Light Vehicle,2020,4,2000,White,Private,Benzene,Yes,5.0,5.0,1375,100000,29/10/2025 12:00,medium,34,5cd25979-3a89-4574-9f48-cb0c44ec7848,5,0,0,0.37,0.08
09/02/2015,Portugal,MALE,1987,Light Vehicle,2018,4,2400,White,Private,Benzene,No,5.0,4.0,1500,200000,07/08/2025 12:00,low,38,3fc6f680-5f3c-4b9f-8d0b-98427fcd288b,7,1,1,0.08,1.0
12/11/2015,Portugal,MALE,1991,Light Vehicle,2016,4,2000,Red,Private,Benzene,No,5.0,4.0,1400,200000,10/05/2026 12:00,medium,34,6b7d0eab-68ac-42c6-9a59-426c3d9e6a4d,9,0,1,0.05,1.0
08/05/2015,Saudi Arabia,MALE,1959,Light Vehicle,2018,6,3000,White,Private,Benzene,No,5.0,5.0,1432,200000,03/11/2025 12:00,low,66,b7689992-d3c6-46e5-908f-98de6a06f8bc,7,1,1,0.12,1.0
23/04/2015,Saudi Arabia,MALE,1980,Light Vehicle,2017,8,3900,White,Private,Benzene,No,2.0,2.0,1800,200000,19/10/2025 12:00,medium,45,a1f02887-9566-4f07-953c-fd204571d1b7,8,0,1,0.08,1.0
28/12/2020,Saudi Arabia,MALE,1983,Light Vehicle,2021,6,3000,Black,Private,Benzene,No,5.0,4.0,2500,100000,27/06/2026 12:00,medium,42,6e99ef45-8ef1-4ebd-90c6-8bfff62ff6e9,4,0,0,0.35,0.06
12/12/2019,Serbia,FEMALE,1994,Light Vehicle,2016,4,1500,White,Private,Benzene,No,5.0,4.0,1000,120000,10/06/2026 12:00,medium,31,53c98ba9-a4f9-42ed-8bc3-09143b94eb0e,9,0,1,0.28,0.96
07/05/2018,South Africa,FEMALE,1995,Light Vehicle,2021,4,2000,Green,Private,Benzene,No,5.0,3.0,1300,140000,03/11/2025 12:00,medium,30,db956522-d0a9-4b15-a93b-d87e4bdc482d,4,0,0,0.18,0.4
29/09/2015,South Africa,MALE,1965,Light Vehicle,2020,8,5000,Silver,Private,Benzene,No,5.0,2.0,2000,200000,27/03/2026 12:00,medium,60,58761e9a-bc0c-47e7-abdd-1be652317c65,5,0,1,0.08,0.97
24/06/2018,South Africa,MALE,1979,Light Vehicle,2016,6,3500,White,Private,Benzene,No,5.0,3.0,2000,140000,21/12/2025 12:00,medium,46,f0627803-b9b9-477d-a15e-7045b120aef5,9,0,1,0.21,0.98
05/05/2018,South Africa,MALE,1997,Light Vehicle,2015,4,1200,Black,Private,Benzene,No,5.0,4.0,1125,140000,01/11/2025 12:00,high,28,60419a57-5f9a-473a-9db7-d52250665a6e,10,0,1,0.29,1.0
25/03/2016,South Korea,MALE,1981,Light Vehicle,2021,4,2500,Blue,Private,Benzene,No,5.0,4.0,1750,180000,21/09/2025 12:00,low,44,d47a8191-91bb-4a93-a7e5-432497b3aeb4,4,1,1,0.12,0.87
